Plaza,Local_Consolidado,Fecha,Organico,Inorganico,Carton,Aluminio,Archivo,Plastico_Duro,Pet,Playo,Vidrio,Tetra_Pak,Chatarra
Plaza_Américas_Playa,COPPEL,13/5/2025,0.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TERE CAZOLA,13/5/2025,0.00,0.30,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA MICHOACANA,13/5/2025,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LAS QUEKAS,13/5/2025,0.00,0.00,0.00,0.00,0.00,0.00,3.26,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TROPITACOS,13/5/2025,8.36,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.00,30.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ITALIAN COFFEE,13/5/2025,4.68,4.90,0.00,0.00,0.16,0.34,0.09,0.00,0.00,1.60,0.44
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.62,14.64,7.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,"""CUIDADO CON EL PERRO""",13/5/2025,0.00,0.00,2.34,0.00,0.00,0.00,0.00,5.42,0.00,0.00,0.00
Plaza_Américas_Playa,MI SUSHI,13/5/2025,9.66,0.56,0.00,0.10,0.12,0.06,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,STUDIO MIX,13/5/2025,0.00,6.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,13/5/2025,6.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,OPTICA + VISIÓN,13/5/2025,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,DOMINOS PIZZA,13/5/2025,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LO TIPICO,13/5/2025,0.34,2.06,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SKECHERS,13/5/2025,0.00,12.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ALABAMA MAMMA,13/5/2025,0.00,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,OPTICA LUX,13/5/2025,0.00,6.92,7.84,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TROPITACOS,13/5/2025,0.00,1.54,2.46,0.00,0.00,0.00,0.12,0.00,0.00,0.14,0.00
Plaza_Américas_Playa,MUEBLES DICO,13/5/2025,0.00,0.00,1.48,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUPER NATURISTA,13/5/2025,0.00,0.00,29.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LE PETTITE PARIS,13/5/2025,0.00,0.00,29.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,HACHIKO BOBA TEA,13/5/2025,1.00,0.32,0.00,0.00,0.00,0.46,0.40,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,13/5/2025,0.00,2.12,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,13/5/2025,10.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SEARS,13/5/2025,3.76,40.88,16.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KFC,13/5/2025,5.87,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ELEKTRA,13/5/2025,2.26,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,CASA SOFIA,13/5/2025,1.38,9.66,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.48,0.00
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.00,39.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Shasa,13/5/2025,0.00,3.45,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,13/5/2025,4.00,2.16,0.00,0.16,0.00,0.00,0.08,0.00,13.55,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,13/5/2025,23.39,5.70,0.00,0.28,0.00,0.68,0.00,0.00,6.34,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,13/5/2025,0.00,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,13/5/2025,0.00,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,13/5/2025,0.00,5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Fundación Dónde,13/5/2025,0.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Farmacia SIMILARES,13/5/2025,0.00,5.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00
Plaza Mall,El Globo,13/5/2025,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,13/5/2025,97.56,34.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,13/5/2025,69.19,38.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,13/5/2025,7.34,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,13/5/2025,37.46,5.35,3.78,0.00,0.00,16.40,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,13/5/2025,25.82,4.78,1.21,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,13/5/2025,22.53,4.32,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,13/5/2025,16.87,4.32,2.78,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,13/5/2025,6.34,21.73,15.38,0.21,3.21,0.00,2.78,2.83,3.71,0.00,0.00
Plaza Mall,Uno Ramen,13/5/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,13/5/2025,27.82,4.23,3.21,0.13,0.00,0.74,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,13/5/2025,12.72,3.21,2.61,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,13/5/2025,12.72,6.43,2.89,0.21,0.00,0.82,0.00,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,13/5/2025,15.86,4.32,2.67,0.00,0.00,0.65,0.12,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),13/5/2025,11.02,3.00,0.00,0.00,0.00,0.65,0.00,0.00,2.52,0.00,0.00
Plaza_Américas_Playa,CHURRO CHARRO,13/5/2025,0.52,1.28,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ALABAMA MAMMA,13/5/2025,9.64,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.00,11.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,13/5/2025,7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,HACHIKO BOBA TEA,13/5/2025,0.16,1.48,0.16,0.00,0.12,0.58,0.34,0.00,0.00,1.32,0.00
Plaza_Américas_Playa,SMART FIT,13/5/2025,0.00,1.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUBWAY,13/5/2025,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SKECHERS,13/5/2025,5.12,1.92,0.00,1.60,0.22,0.26,0.24,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.00,29.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUBWAY,13/5/2025,2.30,9.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KFC,13/5/2025,12.30,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KFC,13/5/2025,0.00,2.74,12.92,0.02,0.00,0.00,0.70,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LO TIPICO,13/5/2025,3.10,2.76,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,BURGER KING,13/5/2025,19.10,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ISHOP- MIX UP,13/5/2025,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TERE CAZOLA,13/5/2025,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ALL SPORT,13/5/2025,0.00,0.00,2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,COPPEL,13/5/2025,0.00,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,REGALOS MEXICO,13/5/2025,0.00,0.84,18.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LE PETTITE PARIS,13/5/2025,21.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUBWAY,13/5/2025,49.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,13/5/2025,0.00,62.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ITALIAN COFFEE,13/5/2025,1.34,4.03,0.00,0.00,0.04,0.84,0.00,0.00,0.00,1.04,0.00
Plaza Mall,La Parrilla,13/5/2025,7.75,3.23,4.21,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,13/5/2025,15.71,4.89,13.68,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,14/5/2025,3.16,1.12,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,14/5/2025,3.26,4.16,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00
Plaza Américas_Malecón,Liverpool (Malecón),14/5/2025,0.00,112.00,105.00,0.00,0.00,0.00,4.00,0.00,30.00,0.00,0.00
Plaza Puerto Cancún,AP BAÑOS,14/5/2025,0.00,29.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP GOURMET,14/5/2025,0.00,20.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP PASILLOS,14/5/2025,0.00,51.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Hicharame,14/5/2025,21.12,3.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),14/5/2025,2.68,2.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Américas),14/5/2025,0.00,99.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),14/5/2025,8.50,4.00,1.00,0.00,0.00,0.67,0.00,0.00,0.90,0.00,0.00
Plaza Américas_Malecón,Sunright Tea,14/5/2025,2.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Italian Steak,14/5/2025,25.02,10.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Cinepolis,14/5/2025,20.01,60.80,40.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Argentina,14/5/2025,15.09,10.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Africa - Tienda de mascotas,14/5/2025,0.00,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Italian Coffee,14/5/2025,1.00,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Chapur,14/5/2025,0.00,20.55,0.00,0.00,0.00,2.50,0.00,5.01,0.00,0.00,0.00
Plaza Américas_Malecón,La Taberna,14/5/2025,40.50,12.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Twin Peaks,14/5/2025,18.60,11.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Palapita,14/5/2025,30.60,12.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Lucky (Américas),14/5/2025,45.02,15.66,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Unorame,14/5/2025,20.10,10.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Happy Land,14/5/2025,0.00,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Sushi Roll,14/5/2025,25.09,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Parrilla,14/5/2025,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Palapita Express,14/5/2025,10.04,6.12,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Hicharame,14/5/2025,7.02,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Super Salads,14/5/2025,45.02,8.90,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Lucky (Malecón),14/5/2025,40.10,10.04,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Olive Garden,14/5/2025,40.99,12.67,20.02,0.00,0.00,0.00,1.04,0.00,5.06,0.00,0.00
Plaza Américas_Malecón,Carls Jr. (Malecón),14/5/2025,8.92,12.06,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Toks,14/5/2025,15.09,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Chili´s,14/5/2025,15.43,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Dolce Bisquet,14/5/2025,19.08,4.55,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,iHop,14/5/2025,52.90,19.02,6.02,0.00,0.00,2.03,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Ciudad Maderas,14/5/2025,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
Plaza_Américas_Playa,PLAZA AMERICAS PLAYA,14/5/2025,0.00,0.00,221.94,0.85,0.85,0.00,13.80,15.60,0.00,10.30,4.85
Plaza_Américas_Playa,REGALOS MEXICO,14/5/2025,0.00,0.00,11.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SANTA CLARA,14/5/2025,0.22,1.36,3.66,0.06,0.00,0.18,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,24.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUBWAY,14/5/2025,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TROPITACOS,14/5/2025,5.28,1.34,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,40.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUPER NATURISTA,14/5/2025,0.00,8.78,17.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,14/5/2025,18.20,8.10,5.80,0.90,0.00,0.00,1.02,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,14/5/2025,9.30,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,14/5/2025,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,14/5/2025,25.40,16.50,0.00,0.00,0.00,0.00,0.45,0.00,22.90,0.00,0.00
Plaza Mall,El Globo,14/5/2025,1.40,2.25,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,14/5/2025,18.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,14/5/2025,120.64,42.58,0.00,0.00,0.00,0.00,6.52,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,14/5/2025,0.00,11.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,14/5/2025,34.08,10.76,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,14/5/2025,18.46,5.32,2.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,14/5/2025,32.79,3.21,2.51,0.31,0.00,0.83,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,14/5/2025,17.46,6.24,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,14/5/2025,18.46,4.32,5.32,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,14/5/2025,18.34,4.32,3.21,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,14/5/2025,9.34,27.43,17.35,0.21,0.00,0.00,1.67,2.56,3.21,0.00,0.00
Plaza Mall,Uno Ramen,14/5/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,14/5/2025,27.63,5.87,2.81,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,14/5/2025,17.74,4.87,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,14/5/2025,13.27,3.21,4.76,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,14/5/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),14/5/2025,12.68,2.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,HACHIKO BOBA TEA,14/5/2025,1.74,0.34,0.00,0.00,0.20,1.08,1.18,0.00,0.00,0.18,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,19.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KFC,14/5/2025,15.40,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ISHOP- MIX UP,14/5/2025,0.00,2.64,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SMART FIT,14/5/2025,0.00,4.20,0.00,0.00,0.00,0.00,2.18,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TROPITACOS,14/5/2025,0.00,1.80,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KUTZ,14/5/2025,0.00,1.32,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA MICHOACANA,14/5/2025,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,14/5/2025,12.92,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,MICHELLE,14/5/2025,0.00,0.56,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LE PETTITE PARIS,14/5/2025,41.74,1.01,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,CHIQUILANDIA,14/5/2025,4.54,1.36,1.32,0.00,0.00,0.00,3.52,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SEARS,14/5/2025,2.06,14.18,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,NAIL BAR,14/5/2025,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,DOMINOS PIZZA,14/5/2025,0.04,0.00,1.06,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,SUPER NATURISTA,14/5/2025,0.00,0.00,26.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ZAPATERIA FLEXI,14/5/2025,1.70,0.00,12.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TOP MART,14/5/2025,0.00,0.00,11.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,MONKEY PAPAS,14/5/2025,1.60,1.04,0.18,0.62,0.00,0.70,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,TROPITACOS,14/5/2025,6.86,0.00,1.82,0.00,0.00,1.28,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ISHOP- MIX UP,14/5/2025,0.00,2.12,14.18,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,14/5/2025,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ALL SPORT,14/5/2025,0.00,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,HANG TEN,14/5/2025,0.00,0.00,3.98,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00
Plaza_Américas_Playa,SHASA,14/5/2025,2.42,0.22,43.63,0.00,0.00,2.58,0.00,1.44,0.00,0.00,0.00
Plaza_Américas_Playa,ÓPTIMA,14/5/2025,0.00,8.04,18.26,0.00,0.56,0.22,0.06,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ANIMAL CO.,14/5/2025,0.00,10.70,4.08,0.00,0.12,0.44,0.74,0.32,0.00,0.00,0.00
Plaza_Américas_Playa,GNC,14/5/2025,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ITALIAN COFFEE,14/5/2025,4.90,9.10,0.00,0.24,0.00,0.32,0.09,0.22,0.00,3.15,0.00
Plaza_Américas_Playa,DOMINOS PIZZA,14/5/2025,1.60,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,14.70,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,14/5/2025,7.54,6.36,5.04,0.34,0.00,6.34,0.34,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,108.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,AP LIMPIEZA,14/5/2025,0.00,92.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,ALABAMA MAMMA,14/5/2025,0.00,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,BELLISIMA,14/5/2025,2.92,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,LA GRAN MURALLA,14/5/2025,8.04,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,CASA SOFIA,14/5/2025,5.86,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,MC DONALD`S,14/5/2025,5.48,23.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,"""CUIDADO CON EL PERRO""",14/5/2025,0.00,9.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,KFC,14/5/2025,11.92,5.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,14/5/2025,15.34,5.32,7.65,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,14/5/2025,13.86,5.23,14.27,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Malecón),15/5/2025,0.00,99.00,135.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP BAÑOS,15/5/2025,0.00,49.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP GOURMET,15/5/2025,0.00,66.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP PASILLOS,15/5/2025,0.00,223.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP ADMINISTRACIÓN/OFICINAS,15/5/2025,0.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
