Plaza,Local_Consolidado,Fecha,Organico,Inorganico,Carton,Aluminio,Archivo,Plastico_Duro,Pet,Playo,Vidrio,Tetra_Pak,Chatarra
Plaza Américas_Malecón,Chapur,3/7/2025,0.00,15.00,0.00,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00
Plaza Américas_Malecón,Despecho,3/7/2025,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Don Carbón,3/7/2025,16.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Taberna,3/7/2025,30.00,8.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Palapita,3/7/2025,32.60,10.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Twin Peaks,3/7/2025,30.00,10.10,0.00,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Lucky (Américas),3/7/2025,29.10,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Sunright Tea,3/7/2025,7.02,9.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Unorame,3/7/2025,27.14,11.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Happy Land,3/7/2025,0.00,3.10,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Sushi Roll,3/7/2025,36.10,9.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Parrilla,3/7/2025,26.20,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Palapita Express,3/7/2025,16.10,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Italian Steak,3/7/2025,18.11,6.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Hicharame,3/7/2025,10.14,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),3/7/2025,14.60,4.62,0.00,0.00,0.00,1.00,0.00,0.00,1.25,0.00,0.00
Plaza Américas_Malecón,Super Salads,3/7/2025,40.01,10.16,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Lucky (Malecón),3/7/2025,30.12,8.00,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Olive Garden,3/7/2025,45.10,13.04,6.10,0.00,0.00,0.00,1.02,0.00,5.10,0.00,0.00
Plaza Américas_Malecón,Carls Jr. (Malecón),3/7/2025,27.10,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Toks,3/7/2025,99.16,18.19,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Chili´s,3/7/2025,13.02,6.10,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Dolce Bisquet,3/7/2025,31.10,19.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,iHop,3/7/2025,42.10,13.14,6.10,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Ciudad Maderas,3/7/2025,2.06,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,3/7/2025,42.18,16.51,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,BOA LIVE THE RAID,3/7/2025,36.18,13.88,0.00,0.00,0.00,2.30,1.74,0.00,12.50,0.00,0.00
Plaza Puerto Cancún,BUFFALO WILD WINGS,3/7/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,3/7/2025,9.85,5.10,0.00,0.00,0.00,2.40,0.85,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,3/7/2025,4.42,2.18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.20,0.00
Plaza Puerto Cancún,UTOPIA,3/7/2025,5.20,10.36,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00
Plaza Mall,KFC,3/7/2025,9.10,5.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,3/7/2025,0.00,0.00,0.00,0.00,0.00,0.15,0.35,0.00,1.75,0.00,0.00
Plaza Mall,La Parrilla,3/7/2025,4.15,7.70,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Plaza Mall,Farmacias Similares,3/7/2025,0.25,3.05,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00
Plaza Mall,Happy Land,3/7/2025,0.00,2.40,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
Plaza Mall,Shasa,3/7/2025,0.00,1.65,6.30,0.10,0.00,0.00,0.35,1.80,0.00,0.00,0.00
Plaza Mall,KFC,3/7/2025,9.10,5.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,3/7/2025,0.00,0.00,0.00,0.00,0.00,0.15,0.35,0.00,1.75,0.00,0.00
Plaza Mall,La Parrilla,3/7/2025,4.15,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Happy Land,3/7/2025,0.00,2.40,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),3/7/2025,9.00,7.64,0.00,0.65,0.00,0.00,1.36,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,3/7/2025,3.14,7.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,3/7/2025,32.40,8.90,0.00,0.20,0.00,0.00,0.50,0.00,17.20,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,3/7/2025,0.00,0.00,21.60,0.00,0.00,0.05,0.00,0.00,1.40,0.00,0.00
Plaza Mall,Uno Ramen,3/7/2025,0.00,1.15,0.60,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,3/7/2025,19.20,3.20,4.40,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,3/7/2025,11.60,1.15,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,3/7/2025,0.00,81.00,10.15,0.75,0.00,0.00,7.30,0.00,0.00,0.00,0.00
Plaza Mall,El Globo,3/7/2025,9.00,0.65,0.30,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,3/7/2025,0.00,81.00,10.15,0.75,0.00,0.00,7.30,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,3/7/2025,0.00,1.15,0.60,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,3/7/2025,19.20,3.20,4.40,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,3/7/2025,11.60,1.15,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,3/7/2025,0.00,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Américas),3/7/2025,0.00,89.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,4/7/2025,18.26,9.64,0.87,1.10,0.00,0.00,0.00,0.00,24.30,0.00,0.00
Plaza Puerto Cancún,PLAYA HOTELS &,4/7/2025,13.26,8.64,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,4/7/2025,6.22,6.03,0.81,0.00,0.00,0.00,0.75,0.00,8.33,0.00,0.00
Plaza Puerto Cancún,PLAYA HOTELS &,4/7/2025,3.32,11.13,0.00,0.60,0.00,0.00,0.71,0.00,0.90,0.00,0.00
Plaza Puerto Cancún,STUDIO F (2024),4/7/2025,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),4/7/2025,7.70,9.87,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Malecón),4/7/2025,7.00,81.00,161.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00
Plaza Puerto Cancún,AP PASILLOS,4/7/2025,0.00,106.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP BAÑOS,4/7/2025,0.00,27.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP GOURMET,4/7/2025,0.00,41.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Argentina,4/7/2025,21.02,6.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Africa - Tienda de mascotas,4/7/2025,0.00,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Italian Coffee,4/7/2025,3.10,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Chapur,4/7/2025,0.00,27.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Despecho,4/7/2025,0.00,9.60,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.00,0.00
Plaza Américas_Malecón,Don Carbón,4/7/2025,8.10,4.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Taberna,4/7/2025,30.10,6.10,2.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Palapita,4/7/2025,11.12,12.10,0.00,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Twin Peaks,4/7/2025,10.62,10.02,10.09,0.00,0.00,0.00,0.00,0.00,10.01,0.00,0.00
Plaza Américas_Malecón,Lucky (Américas),4/7/2025,30.40,15.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Sunright Tea,4/7/2025,0.00,0.00,9.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Unorame,4/7/2025,29.62,20.19,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Happy Land,4/7/2025,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Sushi Roll,4/7/2025,50.12,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,La Parrilla,4/7/2025,18.12,7.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Palapita Express,4/7/2025,37.12,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Italian Steak,4/7/2025,14.10,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Hicharame,4/7/2025,10.12,3.02,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),4/7/2025,16.10,3.09,0.00,0.00,0.00,0.52,0.00,0.00,1.25,0.00,0.00
Plaza Américas_Malecón,Super Salads,4/7/2025,40.10,9.10,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Lucky (Malecón),4/7/2025,32.12,11.10,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Olive Garden,4/7/2025,45.10,12.11,0.00,0.00,0.00,2.00,0.00,0.00,5.10,0.00,0.00
Plaza Américas_Malecón,Carls Jr. (Malecón),4/7/2025,27.10,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Toks,4/7/2025,99.82,20.22,6.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Chili´s,4/7/2025,38.10,8.02,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Dolce Bisquet,4/7/2025,39.02,10.10,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,iHop,4/7/2025,60.30,19.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Ciudad Maderas,4/7/2025,0.00,9.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,4/7/2025,41.39,19.92,0.00,0.00,0.00,0.00,1.50,0.00,16.02,0.00,0.00
Plaza Puerto Cancún,BUFFALO WILD WINGS,4/7/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,BOA LIVE THE RAID,4/7/2025,36.90,11.82,0.00,3.02,0.00,0.96,0.25,0.00,6.25,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,4/7/2025,13.87,10.22,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,4/7/2025,1.80,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00
Plaza Puerto Cancún,UTOPIA,4/7/2025,3.34,7.21,0.00,0.00,0.00,0.00,5.20,0.00,12.30,0.00,0.00
Plaza Puerto Cancún,UTOPIA,4/7/2025,6.80,4.30,0.00,0.00,0.00,0.00,4.20,0.00,0.00,0.00,0.00
Plaza Mall,Churro Charro,4/7/2025,3.05,2.85,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10
Plaza Mall,Happy Land,4/7/2025,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,4/7/2025,0.00,3.90,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,4/7/2025,2.30,3.05,6.55,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,4/7/2025,5.50,6.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,4/7/2025,7.25,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,4/7/2025,7.25,4.95,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Happy Land,4/7/2025,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Shasa,4/7/2025,0.00,2.45,5.15,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),4/7/2025,1.10,1.85,2.83,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),4/7/2025,5.40,12.30,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,4/7/2025,2.88,4.25,0.37,1.07,0.00,0.00,0.00,0.00,8.26,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,4/7/2025,30.14,12.68,0.00,0.00,0.00,0.00,0.00,0.00,21.54,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,4/7/2025,0.00,75.85,19.45,0.80,0.00,0.00,10.45,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,4/7/2025,13.50,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,4/7/2025,35.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,4/7/2025,10.10,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,4/7/2025,7.85,5.25,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,4/7/2025,7.65,5.50,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,4/7/2025,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,4/7/2025,21.55,2.15,0.00,0.00,0.00,0.85,0.20,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,4/7/2025,7.80,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,El Globo,4/7/2025,2.40,2.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Farmacia SIMILARES,4/7/2025,0.00,3.50,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Américas),4/7/2025,0.00,110.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,5/7/2025,9.42,6.51,0.31,0.00,0.00,0.00,0.00,0.00,16.05,0.00,0.00
Plaza Puerto Cancún,BOA LIVE THE RAID,5/7/2025,22.97,18.39,3.26,1.04,0.86,1.66,2.34,0.00,14.68,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,5/7/2025,7.20,6.52,2.30,1.02,0.00,0.80,1.26,0.00,9.27,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,5/7/2025,1.93,6.52,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,UTOPIA,5/7/2025,2.21,3.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Malecón),5/7/2025,0.00,66.00,193.00,0.00,0.00,0.00,5.00,9.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP PASILLOS,5/7/2025,0.00,128.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP BAÑOS,5/7/2025,0.00,19.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP GOURMET,5/7/2025,0.00,59.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,5/7/2025,45.69,14.28,0.00,0.00,0.00,0.00,2.80,0.00,14.10,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,5/7/2025,14.30,0.00,0.00,0.62,0.00,0.00,2.00,0.00,20.10,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,5/7/2025,3.80,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00
Plaza Puerto Cancún,PLAYA HOTELS &,5/7/2025,1.00,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,STUDIO F (2024),5/7/2025,0.00,4.00,5.79,0.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00
Plaza Américas_Malecón,Toks,5/7/2025,134.70,26.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,5/7/2025,11.30,13.50,8.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,5/7/2025,0.00,8.80,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00
Plaza Mall,La Michoacana,5/7/2025,3.95,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,5/7/2025,5.90,12.05,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,5/7/2025,13.80,6.55,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),5/7/2025,1.30,2.84,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),5/7/2025,8.00,4.60,0.00,0.00,0.00,1.01,1.22,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),5/7/2025,10.00,13.60,1.40,0.00,0.00,0.50,0.88,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,5/7/2025,8.92,9.30,2.03,0.61,0.00,0.00,0.37,0.00,6.40,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,5/7/2025,28.18,9.65,0.00,0.00,0.00,0.00,0.00,0.00,13.90,0.00,0.00
Plaza Mall,Plaza TECNOLOGIA,5/7/2025,0.00,73.40,13.00,0.95,0.00,0.00,5.95,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,5/7/2025,8.60,3.70,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Uno Ramen,5/7/2025,8.60,3.70,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Toscana,5/7/2025,12.30,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,YOI KAZOKU,5/7/2025,12.90,5.65,3.05,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
Plaza Mall,Le Petit,5/7/2025,17.85,2.05,4.20,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00
Plaza Mall,Dragon de Oro,5/7/2025,12.95,1.90,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Américas),5/7/2025,0.00,109.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,6/7/2025,17.20,9.75,4.81,1.84,0.00,1.12,2.08,0.00,20.99,0.00,0.00
Plaza Puerto Cancún,BOA LIVE THE RAID,6/7/2025,9.10,4.71,0.20,0.39,0.00,0.00,0.00,0.00,24.64,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,6/7/2025,6.46,9.87,1.06,0.84,0.00,0.00,0.76,0.00,12.26,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,6/7/2025,4.64,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Bubba You (Malecón),6/7/2025,8.60,14.21,0.00,1.30,0.00,0.98,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Liverpool (Malecón),6/7/2025,15.00,107.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP PASILLOS,6/7/2025,0.00,160.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP BAÑOS,6/7/2025,0.00,24.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,AP GOURMET,6/7/2025,0.00,33.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,DRAGON DORADO,6/7/2025,17.22,1.31,0.00,0.00,0.00,1.18,0.40,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,DOMINOS PIZZA,6/7/2025,1.48,3.88,3.28,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,"""CUIDADO CON EL PERRO""",6/7/2025,0.00,6.76,19.30,0.00,0.00,0.00,0.00,18.66,0.00,0.00,0.00
Plaza_Américas_Playa,CASA SOFIA,6/7/2025,11.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza_Américas_Playa,BURGER KING,6/7/2025,62.08,15.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00
Plaza_Américas_Playa,ALABAMA MAMMA,6/7/2025,24.16,3.92,0.00,0.00,0.00,2.42,0.00,0.00,0.00,0.60,0.32
Plaza Puerto Cancún,GRAN PUERTO DEL MAR,6/7/2025,18.60,7.72,0.00,2.02,0.00,0.00,1.10,0.00,14.50,0.00,0.00
Plaza Puerto Cancún,DISTRITO GOURMET,6/7/2025,19.02,7.34,0.00,0.62,0.00,0.00,1.00,0.00,10.11,0.00,0.00
Plaza Puerto Cancún,PRANA CAFÉ,6/7/2025,1.10,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,STUDIO F (2024),6/7/2025,0.00,2.20,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Toks,6/7/2025,141.00,21.10,0.00,0.00,0.00,0.85,0.35,0.00,0.00,0.00,0.00
Plaza Mall,Happy Land,6/7/2025,0.00,5.80,0.00,0.00,0.00,0.00,1.60,0.00,1.80,0.00,0.00
Plaza Mall,Shasa,6/7/2025,0.00,4.45,9.85,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Top Mart,6/7/2025,0.00,1.80,10.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,6/7/2025,2.90,8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,6/7/2025,27.20,9.55,0.00,0.35,0.00,0.00,0.70,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,6/7/2025,8.90,7.40,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Michoacana,6/7/2025,0.00,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,6/7/2025,0.00,3.25,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,KFC,6/7/2025,14.45,3.05,0.70,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Plaza Mall,La Parrilla,6/7/2025,8.50,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Happy Land,6/7/2025,0.30,2.95,3.35,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00
Plaza Mall,Shasa,6/7/2025,0.00,3.25,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Top Mart,6/7/2025,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Mall,Las Delicias,6/7/2025,0.85,12.55,1.05,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Américas_Malecón,Buba You (Américas),6/7/2025,10.00,8.88,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plaza Puerto Cancún,LA PIZZARRA,6/7/2025,22.24,7.68,0.00,0.00,0.00,0.00,0.00,0.00,11.26,0.00,0.00
Plaza_Américas_Playa,LA CASA DE LOS ABUELOS,6/7/2025,141.50,29.64,7.50,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00
